,title_id,Country,Budget,Opening Weekend USA,Gross USA,Cumulative Worldwide Gross,Runtime
12419,tt1954763,USA,,,,,95 min
12420,tt1954780,USA,"$7,000",,,,70 min
12421,tt1954839,USA,"$3,980,000",,,,
12422,tt1954882,USA,,,,,88 min
12423,tt1954999,USA,,,,,76 min
12424,tt1956538,Cuba,,,,,105 min
12425,tt1957897,India,"INR7,500,000",,,,
12426,tt1957930,Spain,,,,,90 min
12427,tt1958016,USA,,,,,89 min
12428,tt1961202,Philippines,,,,,
12429,tt1964445,USA,,,,,
12430,tt1964658,Italy,,,,,90 min
12431,tt1964702,Portugal,"EUR20,000",,,,
12432,tt1964860,Argentina,"$1,500,000",,,"$22,990",
12433,tt1964868,UK,"GBP15,000",,,"$3,917",87 min
12434,tt1964947,Philippines,,,,,
12435,tt1964969,Greece,,,,,104 min
12436,tt1965021,USA,,,,,85 min
12437,tt1965210,USA,"$10,000",,,,
12438,tt1966412,Netherlands,"EUR10,000",,,,
12439,tt1971488,Italy,,,,,87 min
12440,tt1971517,USA,,,,,78 min
12441,tt1974181,USA,,,,,92 min
12442,tt1974205,USA,,,,,71 min
12443,tt1974313,USA,$400,,,,73 min
12444,tt1975120,Japan,,,,,86 min
12445,tt1976524,Italy,,,,,105 min
12446,tt1977915,USA,,,,,79 min
12447,tt1979161,UK,"GBP75,000",,,,52 min
12448,tt1979258,India,,,,,58 min
12449,tt1980134,Canada,"CAD500,000",,,,
12450,tt1980170,Australia,,,,,55 min
12451,tt1980231,USA,,,,,14 min
12452,tt1980241,Indonesia,"$500,000",,,,105 min
12453,tt1981627,USA,,,,,50 min
12454,tt1982143,India,,,,,
12455,tt1982896,Israel,,,,,80 min
12456,tt1984187,Indonesia,"$100,000",,,,
12457,tt1986761,USA,,,,,88 min
12458,tt1986816,Romania,,,,,56 min
12459,tt1986825,Spain,,,,"$280,598",100 min
12460,tt1987585,USA,,,,,60 min
12461,tt1988119,USA,,,,,62 min
12462,tt1988760,USA,,,,,
12463,tt1988768,UK,,,,,80 min
12464,tt1988785,Switzerland,,,,,85 min
12465,tt1990235,Netherlands,,,,,49 min
12466,tt1990276,Australia,,,,,93 min
12467,tt1990352,USA,,"$13,998,","$76,398","$80,996",
12468,tt1991253,Poland,,,,,
12469,tt1992104,Chile,,,,,
12470,tt1994515,USA,,,,,
12471,tt1995389,India,,,,,
12472,tt1995474,Canada,,,,,87 min
12473,tt1995512,USA,,,,,98 min
12474,tt1998399,USA,"$300,000",,,,82 min
12475,tt2000435,USA,,,,,65 min
12476,tt2002851,Italy,,,,,70 min
12477,tt2006802,France,"EUR1,600,000",,,"$6,780",95 min
12478,tt2006889,USA,,,,,
12479,tt2007936,Spain,,,,,
12480,tt2007981,France,,,,,
12481,tt2008457,Italy,,,,,80 min
12482,tt2009519,USA,"$2,000,000",,,,111 min
12483,tt2009587,USA,,,,,94 min
12484,tt2010891,Hungary,"HUF4,000,000",,,,158 min
12485,tt2011946,France,"EUR70,000",,,,52 min
12486,tt2014259,Germany,,,,,
12487,tt2014392,Chile,,"$5,588,","$21,496","$1,466,032",110 min
12488,tt2017015,Mexico,,,,"$7,466",86 min
12489,tt2018069,Canada,,,,"$24,039",90 min
12490,tt2020015,UK,,,,,89 min
12491,tt2022321,Indonesia,,,,,
12492,tt2023401,Bhutan,,,,,
12493,tt2023579,USA,"$50,000",,,,59 min
12494,tt2023735,USA,,,,,107 min
12495,tt2023738,Canada,,,,,40 min
12496,tt2023774,Belgium,,,,,
12497,tt2024506,USA,"$2,000,000",,,"$61,669",91 min
12498,tt2025586,USA,,,,,75 min
12499,tt2025661,USA,,,,,90 min
12500,tt2028530,USA,,,,,121 min
12501,tt2030365,USA,$700,,,,
12502,tt2033442,Spain,,,,,90 min
12503,tt2034759,Uzbekistan,,,,,
12504,tt2034777,USA,,,,,65 min
12505,tt2035474,UK,,,,,
12506,tt2036376,USA,,"$6,111,","$7,529","$7,529",93 min
12507,tt2036416,Taiwan,"TWD50,000,000",,,"$29,843,025",109 min
12508,tt2038284,USA,,,,,88 min
12509,tt2039356,UK,,,,,80 min
12510,tt2039412,USA,,,,,110 min
12511,tt2040306,India,,,,,123 min
12512,tt2040318,Italy,,,,,54 min
12513,tt2040605,South Korea,,,,"$7,039,663",110 min
12514,tt2041325,Japan,,,,,52 min
12515,tt2041381,USA,"$200,000",,,,104 min
12516,tt2041438,USA,"$15,000",,,,
12517,tt2043887,USA,,,,,101 min
12518,tt2043938,Spain,,,,,99 min
12519,tt2044013,Israel,,,,,80 min
12520,tt2044019,Bulgaria,,,,,90 min
12521,tt2044077,China,,,,,108 min
12522,tt2044734,Portugal,,,,,71 min
12523,tt2044821,India,,,,,
12524,tt2047774,Argentina,,,,"$134,781",
12525,tt2048770,Canada,,,,,93 min
12526,tt2048820,Mexico,,,,,62 min
12527,tt2051831,USA,,,,,94 min
12528,tt2051850,USA,"$5,500,000",,,,97 min
12529,tt2051984,Israel,,,,,81 min
12530,tt2053342,USA,,,,,73 min
12531,tt2055694,Switzerland,,,,,91 min
12532,tt2055709,USA,,,,"$372,209",90 min
12533,tt2056501,Poland,,,,"$680,834",102 min
12534,tt2057392,UK,"$13,000,000","$113,803,","$18,704,595","$35,259,653",102 min
12535,tt2057441,India,,,,,106 min
12536,tt2057956,USA,,,,,75 min
12537,tt2061702,Japan,,,,,45 min
12538,tt2061845,Finland,,,,,77 min
12539,tt2062589,Thailand,,,,"$141,348",
12540,tt2062590,Indonesia,,,,,89 min
12541,tt2062976,Germany,EUR0,,,,84 min
12542,tt2063013,China,,,,"$1,199,568",107 min
12543,tt2063576,USA,,,,,65 min
12544,tt2063709,UK,"GBP4,000",,,,90 min
12545,tt2064774,USA,,,,,46 min
12546,tt2064849,India,,,,"$196,317",
12547,tt2066123,Canada,,,,,
12548,tt2066128,USA,,,,,85 min
12549,tt2066896,Canada,,,,,52 min
12550,tt2070742,Netherlands,,,,,82 min
12551,tt2070768,Sweden,,,,"$3,252,741",103 min
12552,tt2071465,France,,,,,101 min
12553,tt2071554,USA,,,,,95 min
