,title_id,Country,Budget,Opening Weekend USA,Gross USA,Cumulative Worldwide Gross,Runtime
5243,tt2815966,USA,,,,,110 min
5244,tt2818252,UK,,,,"$40,256",105 min
5245,tt2819754,South Africa,,,,,52 min
5246,tt2822062,Switzerland,,,,,94 min
5247,tt2822672,China,"$60,000,000","$3,704,749,","$9,420,546","$23,157,646",90 min
5248,tt2822964,USA,,,,,53 min
5249,tt2825894,Turkey,"$800,000",,,,108 min
5250,tt2827532,Ecuador,,,,,93 min
5251,tt2827688,Brazil,,,,,88 min
5252,tt2828344,USA,,,,,91 min
5253,tt2830392,Spain,,,,,
5254,tt2833624,Argentina,,,,"$32,961",
5255,tt2835536,Sweden,,,,,77 min
5256,tt2835548,France,,,,"$1,713,691",94 min
5257,tt2836260,USA,,,,,100 min
5258,tt2837318,India,,,,,
5259,tt2846966,USA,,,,,60 min
5260,tt2848326,UK,"GBP10,000",,,,95 min
5261,tt2850522,Japan,,,,,93 min
5262,tt2850658,USA,,,,,93 min
5263,tt2850888,Russia,,,,,64 min
5264,tt2851024,Australia,"AUD1,179,455",,,,
5265,tt2853614,France,"EUR7,124,618",,,"$17,891,858",82 min
5266,tt2854222,USA,"$200,000",,,,
5267,tt2855180,Bangladesh,,,,,130 min
5268,tt2855236,Mongolia,"$1,000,000",,,,103 min
5269,tt2857128,UK,,,,,74 min
5270,tt2859222,Japan,,,,,
5271,tt2860592,USA,"$45,000",,,,112 min
5272,tt2860896,USA,,,,,30 min
5273,tt2861394,USA,,,,,81 min
5274,tt2861556,Afghanistan,,,,,90 min
5275,tt2861842,India,,,,,58 min
5276,tt2866660,USA,,,,,75 min
5277,tt2876336,Italy,"EUR120,000",,,,52 min
5278,tt2877192,USA,,,,,90 min
5279,tt2880532,USA,,,,,120 min
5280,tt2887018,USA,,,,,
5281,tt2887968,India,"INR20,000,000",,,,95 min
5282,tt2889210,Chile,,,,,106 min
5283,tt2890628,Canada,,,,,80 min
5284,tt2891458,USA,"$2,500",,,,75 min
5285,tt2892430,France,,,,,87 min
5286,tt2892966,Canada,,,,,
5287,tt2898484,USA,"$7,000",,,,106 min
5288,tt2902340,Russia,,,,,112 min
5289,tt2904502,Bangladesh,,,,,
5290,tt2908018,UK,,,,,98 min
5291,tt2908228,Canada,,,,"$485,232",72 min
5292,tt2908924,Australia,,,,,90 min
5293,tt2911564,Thailand,,,,"$132,935",
5294,tt2911668,USA,,"$30,287,","$45,895","$1,100,432",91 min
5295,tt2912206,Switzerland,,,,,66 min
5296,tt2914452,USA,,,,,30 min
5297,tt2920776,USA,"$250,000",,,,
5298,tt2921012,Netherlands,,,,,87 min
5299,tt2922440,France,,,,"$786,962",93 min
5300,tt2922740,Brazil,,,,,83 min
5301,tt2923008,Canada,,,,,52 min
5302,tt2925642,USA,,"$36,639,","$143,178","$143,178",102 min
5303,tt2926728,Taiwan,"TWD1,000,000",,,,
5304,tt2927050,South Korea,,,,"$107,688",90 min
5305,tt2933106,USA,"$500,000",,,,92 min
5306,tt2933140,USA,,,,,120 min
5307,tt2933580,USA,,,,,94 min
5308,tt2934408,Thailand,,,,"$387,463",93 min
5309,tt2937960,Brazil,,,,,90 min
5310,tt2938678,USA,,,,,98 min
5311,tt2939606,USA,"$20,000",,,,91 min
5312,tt2939698,USA,"$5,000",,,,50 min
5313,tt2944198,Canada,,"$1,005,","$13,848","$13,848",92 min
5314,tt2946468,India,"INR30,000,000",,,,122 min
5315,tt2946582,Canada,,,,,79 min
5316,tt2947314,UK,,,,,75 min
5317,tt2947476,Canada,,,,,76 min
5318,tt2949626,Netherlands,,,,"$6,174,505",
5319,tt2949890,Thailand,,,,"$1,253,865",93 min
5320,tt2950162,Hong Kong,,,,,87 min
5321,tt2953004,Portugal,,,,,30 min
5322,tt2953308,USA,,,,,15 min
5323,tt2955304,Ireland,,,,"$11,662",95 min
5324,tt2956948,Canada,,,,,106 min
5325,tt2959378,Portugal,,,,,90 min
5326,tt2960248,USA,,,,,180 min
5327,tt2960688,USA,,,,,90 min
5328,tt2961118,India,"INR2,000,000",,,,120 min
5329,tt2961710,Japan,,,,,
5330,tt2961948,Paraguay,,,,,75 min
5331,tt2962860,USA,,,,,65 min
5332,tt2965918,Portugal,,,,,
5333,tt2967000,Iran,"EUR120,000",,,,
5334,tt2969050,Germany,,,,"$5,378,537",95 min
5335,tt2969522,South Korea,,,,"$13,316,432",120 min
5336,tt2971750,Australia,,,,,88 min
5337,tt2976652,Greece,,,,,72 min
5338,tt2979322,South Africa,"ZAR5,400,000",,,"$517,586",123 min
5339,tt2982042,Malaysia,,,,,89 min
5340,tt2982902,Croatia,,,,,80 min
5341,tt2984754,USA,,,,,79 min
5342,tt2986548,India,,,,,
5343,tt2986944,USA,"$50,000",,,,94 min
5344,tt2988020,India,,,,"INR342,500,000",165 min
5345,tt2991922,Italy,EUR300,,,,90 min
5346,tt2992204,New Zealand,,,,,64 min
5347,tt2995148,Philippines,,,,,107 min
5348,tt2998194,USA,,,,,68 min
5349,tt3003668,China,,,,"$25,816,154",122 min
5350,tt3006946,France,,,,,93 min
5351,tt3007312,USA,,,,,
5352,tt3007512,Australia,"$22,500,000","$1,220,335,","$4,196,641","$38,176,317",111 min
5353,tt3009636,Croatia,,,,,
5354,tt3009776,Belgium,,,,"$4,223",108 min
5355,tt3012648,Nigeria,,,,,105 min
5356,tt3014264,Panama,,,,,65 min
5357,tt3017412,India,,"$198,702,","$313,770","$359,542",135 min
5358,tt3018560,USA,,,,,73 min
5359,tt3025744,Czech Republic,,,,"$1,799,192",110 min
5360,tt3026144,USA,,,,,101 min
5361,tt3028418,Spain,,,,"$406,588",111 min
5362,tt3029300,Germany,"EUR30,000",,,,96 min
5363,tt3031000,Philippines,,,,,93 min
5364,tt3032050,Indonesia,,,,,
5365,tt3032152,Uruguay,,,,,72 min
5366,tt3034728,India,,,,,155 min
5367,tt3035926,USA,"$3,000",,,,82 min
5368,tt3036216,Argentina,"ARS1,000",,,,50 min
5369,tt3039076,USA,,,,,97 min
5370,tt3040098,Mongolia,"$500,000",,,,70 min
5371,tt3040412,USA,,,,,86 min
5372,tt3041334,Australia,"AUD9,025,225",,,"$439,677",40 min
5373,tt3046022,India,,,,,112 min
5374,tt3053102,USA,,,,,
5375,tt3053248,USA,,,,,90 min
5376,tt3058116,USA,,,,,167 min
5377,tt3066900,Romania,"EUR300,000",,,,108 min
5378,tt3069848,USA,,,,,88 min
5379,tt3072888,USA,,,,,77 min
5380,tt3077212,Brazil,BRL300,,,,68 min
5381,tt3082920,USA,,,,,109 min
5382,tt3084904,USA,,,,,86 min
5383,tt3088016,Canada,"CAD3,200",,,,100 min
5384,tt3088180,Belgium,,,,,70 min
5385,tt3089904,Belgium,,,,"$1,586",85 min
