primary_title,Country,Budget,Opening Weekend USA,Gross USA,Cumulative Worldwide Gross,start_year,runtime_minutes,genres,averagerating,numvotes,director,Profit,Adventure,Drama,Musical,Romance,War,Action,Animation,Fantasy,Thriller,Music,Mystery,Comedy,Biography,History,Sport,Crime,Documentary,Sci-Fi,Horror,Family,Western
3 vakte kadar,Turkey,0,0,0,1990,2018,90.0,['Comedy'],5.3,254.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varavva,Russia,0,0,0,109275,2019,117.0,"['Biography', 'Crime', 'Drama']",5.9,37.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Pension,South Korea,0,0,0,21665,2018,113.0,['Drama'],5.0,6.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plagi Breslau,Poland,0,0,0,132114,2018,93.0,"['Action', 'Crime', 'Thriller']",5.2,246.0,Patryk Vega,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bonhomme,France,0,0,0,180175,2018,103.0,"['Drama', 'Romance']",6.1,90.0,Marion Vernoux,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fahrenheit 11/9,USA,5000000,3008563,6352306,6674168,2018,128.0,['Documentary'],6.7,11628.0,,1674168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Child's Play,Canada,10000000,14094594,29208403,44902237,2019,120.0,['Horror'],,,Lars Klevberg,34902237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Majiji,India,0,0,0,157784,2019,154.0,"['Drama', 'Romance']",7.3,1396.0,,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suburban Birds,China,0,3207,10997,10997,2018,118.0,['Drama'],4.0,154.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La mia seconda volta,Italy,0,0,0,353954,2019,90.0,"['Comedy', 'Drama']",7.6,12.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Tomorrow Man,USA,0,18281,354103,354103,2019,94.0,"['Drama', 'Romance']",5.7,169.0,,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manta Ray,Thailand,1000000,0,0,12135,2018,105.0,['Drama'],6.6,283.0,,-987865,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Island of Cats,Japan,0,0,0,10651,2019,103.0,['Drama'],7.4,24.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 Days Before the Wedding,Yemen,33000,0,0,52238,2018,120.0,"['Comedy', 'Drama', 'Musical']",9.5,354.0,,19238,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Man Who Surprised Everyone,Russia,0,0,0,113717,2018,105.0,['Drama'],6.7,355.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unplanned,USA,6000000,6382298,19005109,21171090,2019,106.0,"['Biography', 'Drama']",6.3,5945.0,,15171090,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lost and Found,France,0,0,0,647840,2019,,['NaN'],,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gretel and Hansel,Canada,5000000,6154007,15347654,22051055,2020,,"['Fantasy', 'Horror', 'Thriller']",,,Oz Perkins,17051055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Soft Rains Will Come,Argentina,0,0,0,2119,2018,81.0,['Drama'],6.3,28.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parallel World Love Story,Japan,0,0,0,3495997,2019,108.0,"['Mystery', 'Romance']",,,Yoshitaka Mori,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airaa,India,0,0,0,48234,2019,142.0,"['Drama', 'Horror']",4.7,344.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
À tous ceux qui ne me lisent pas,Canada,0,9263,36506,36506,2018,107.0,['Drama'],7.6,31.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cold Case Hammarskjöld,Denmark,0,18285,104965,104965,2019,128.0,['Documentary'],8.2,258.0,Mads Brügger,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bikes,Spain,0,0,0,427667,2018,92.0,['Animation'],4.2,32.0,Manuel J. García,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bana Bir Ask Sarkisi Söyle,Iran,520000,0,0,20698,2019,116.0,['Drama'],8.3,65.0,,-499302,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farmtastic Fun,USA,0,0,0,6441,2019,70.0,['Animation'],2.6,15.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
For Sama,UK,0,9350,43796,1397546,2019,95.0,['Documentary'],8.8,51.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Singel 39,Netherlands,0,0,0,1865000,2019,90.0,"['Comedy', 'Romance']",5.8,123.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thirty,Germany,10530,0,0,30389,2019,115.0,['Drama'],6.5,45.0,,19859,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C'è tempo,Italy,0,0,0,332266,2019,107.0,['Comedy'],5.7,28.0,Walter Veltroni,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Blonde One,Argentina,0,0,0,3983,2019,108.0,"['Drama', 'Romance']",7.3,90.0,,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ari no mama de itai,Japan,0,0,0,1476215,2015,80.0,['NaN'],,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
From Nowhere,USA,0,5408,8109,8109,2016,89.0,['Drama'],7.0,151.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Don't Call Me Son,Brazil,0,2066,11678,204583,2016,82.0,['Drama'],6.8,1102.0,Anna Muylaert,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manmarziyaan,India,0,292439,567417,1016545,2018,156.0,['Romance'],6.9,5061.0,Anurag Kashyap,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Squadron 303,Poland,8000000,0,0,7694425,2018,104.0,"['Drama', 'War']",5.3,433.0,,-305575,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahaani 2,India,0,279009,350703,532877,2016,127.0,"['Mystery', 'Thriller']",6.6,4316.0,Sujoy Ghosh,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wonders of the Sea 3D,UK,9200000,0,100780,279415,2017,82.0,['Documentary'],6.7,89.0,,-8920585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
In the Life of Music,USA,0,897,5772,5772,2018,92.0,"['Drama', 'Family', 'History']",7.1,42.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6 Below: Miracle on the Mountain,USA,0,0,14838,1174465,2017,98.0,"['Adventure', 'Biography', 'Drama']",5.7,4931.0,Scott Waugh,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The African Doctor,France,0,0,0,4401654,2016,96.0,"['Biography', 'Comedy', 'Drama']",7.0,6009.0,Julien Rambaldi,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Do Not Resist,USA,0,7150,72791,72791,2016,72.0,['Documentary'],7.0,982.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Gukoroku - Traces of Sin,Japan,0,0,0,23096,2016,120.0,"['Drama', 'Mystery']",6.8,720.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas & Friends: The Great Race,UK,0,0,0,3685225,2016,61.0,"['Adventure', 'Animation', 'Comedy']",5.9,174.0,David Stoten,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spookers,Australia,491940,0,0,19970,2017,90.0,['Documentary'],6.2,161.0,Florian Habicht,-471970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11-12-13 Rak Kan Ja Tai,Thailand,0,0,0,441349,2016,,"['Comedy', 'Horror']",5.8,73.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Siyah karga,Turkey,0,0,0,4307,2016,98.0,['Drama'],5.0,77.0,M. Tayfur Aydin,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clash,Egypt,0,0,18215,143121,2016,97.0,"['Drama', 'Thriller', 'War']",7.5,4051.0,Mohamed Diab,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rookie Chef,Taiwan,0,0,0,63710,2016,119.0,['Comedy'],3.3,26.0,Kai Fung,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unforgettable,South Korea,0,0,0,1850357,2016,113.0,"['Drama', 'Romance']",7.3,773.0,,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One-line,South Korea,0,0,0,2890969,2017,131.0,['Drama'],6.1,100.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Just to Be Sure,France,0,0,0,6726393,2017,100.0,"['Comedy', 'Drama']",6.7,1233.0,Carine Tardieu,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battle of Memories,China,22000000,224942,594552,43892362,2017,119.0,"['Fantasy', 'Mystery', 'Sci-Fi']",6.5,742.0,Leste Chen,21892362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
El teorema de Santiago,Argentina,0,0,0,310,2016,95.0,['Documentary'],7.1,8.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
End of Summer,China,0,0,0,286549,2017,85.0,"['Drama', 'Family']",6.7,45.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Manithan,India,0,0,0,10285,2016,150.0,"['Drama', 'Thriller']",6.9,885.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30 Years Ago,Egypt,0,0,0,379702,2016,145.0,"['Drama', 'Thriller']",7.1,1247.0,Amr Arafa,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selfie from Hell,Canada,0,0,0,136452,2018,73.0,"['Horror', 'Mystery']",3.0,958.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Monkey King: The Legend Begins,China,100000000,0,0,182206924,2016,,['NaN'],,,Soi Cheang,82206924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
La Misma Sangre,Argentina,0,0,0,368653,2019,113.0,"['Drama', 'Mystery', 'Thriller']",6.2,68.0,Miguel Cohan,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Policeman and Me,Japan,0,0,0,7278360,2017,,"['Comedy', 'Romance']",5.6,176.0,Ryuichi Hiroki,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Film Stars Don't Die in Liverpool,UK,10000000,36048,1026124,4047917,2017,105.0,"['Biography', 'Drama', 'Romance']",6.7,6688.0,Paul McGuigan,-5952083,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My Father Jack,Italy,0,0,0,232616,2016,,['Comedy'],4.0,38.0,Tonino Zangardi,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whitney,UK,0,1265572,3026351,4605123,2018,120.0,"['Biography', 'Documentary', 'Music']",7.2,4713.0,Kevin Macdonald,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Il permesso - 48 ore fuori,Italy,0,0,0,882204,2017,93.0,"['Crime', 'Drama', 'Thriller']",6.0,280.0,Claudio Amendola,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Üç Harfliler 3: Karabüyü,Turkey,0,0,0,806813,2016,87.0,['Horror'],6.8,730.0,Alper Mestçi,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Svanurinn,Iceland,0,898,2367,62716,2017,91.0,['Drama'],6.6,173.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Les pépites,France,0,0,0,998059,2016,88.0,['Documentary'],8.0,103.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Phantom Thread,USA,35000000,216495,21198205,47756590,2017,130.0,"['Drama', 'Romance']",7.5,86061.0,Paul Thomas Anderson,12756590,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Rehearsal,New Zealand,0,0,0,50507,2016,102.0,['Drama'],5.8,211.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How Viktor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,Russia,250000,2634,12954,112071,2017,90.0,"['Crime', 'Drama']",7.2,1903.0,,-137929,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Better Tomorrow 2018,China,0,0,0,10044092,2018,114.0,"['Action', 'Crime', 'Drama']",5.1,363.0,Sheng Ding,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Warkop DKI Reborn: Jangkrik Boss Part 1,Indonesia,840000,0,0,19608000,2016,95.0,['Comedy'],6.6,964.0,,18768000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Momento Mori,China,0,0,0,522976,2016,93.0,['Mystery'],5.5,11.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Correspondências,Portugal,0,0,0,1942,2016,145.0,"['Biography', 'Documentary', 'Drama']",5.9,38.0,Rita Azevedo Gomes,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
To Each His Own,Japan,0,0,0,6988027,2017,113.0,['Drama'],6.7,346.0,Izuru Narushima,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scandal Maker,China,0,0,0,8772485,2016,103.0,"['Comedy', 'Family']",4.4,45.0,Byeong-ki Ahn,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Karl Marx City,Germany,0,0,41072,41072,2016,89.0,['Documentary'],6.6,171.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Factory,Russia,0,0,0,614316,2018,109.0,"['Crime', 'Drama', 'Thriller']",7.0,940.0,Yuriy Bykov,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Transcendents,USA,90000,358,1426,1426,2018,96.0,"['Music', 'Mystery', 'Thriller']",6.8,1716.0,,-88574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
High Society,Germany,0,0,0,10659805,2017,100.0,['Comedy'],5.2,535.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mission Pays Basque,France,4680000,0,0,1021120,2017,100.0,"['Comedy', 'Romance']",4.6,255.0,Ludovic Bernard,-3658880,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bram Fischer,Netherlands,3000000,0,0,180706,2017,123.0,['Biography'],7.3,371.0,Jean van de Velde,-2819294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Che vuoi che sia,Italy,0,0,0,1728588,2016,105.0,['Comedy'],6.3,526.0,Edoardo Leo,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whiteley,Australia,0,0,0,172607,2017,90.0,['Documentary'],7.9,41.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Do It Like An Hombre,Chile,0,1174484,2534252,13610252,2017,109.0,['Comedy'],5.6,1001.0,Nicolás López,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Four Hands,Germany,0,0,0,2155,2017,94.0,"['Drama', 'Thriller']",6.5,210.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dil Juunglee,India,0,0,0,12138,2018,124.0,"['Comedy', 'Romance']",4.2,259.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med hjertet i dansen,Norway,0,0,0,21590,2016,82.0,['Documentary'],5.0,5.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Todo Mal,Mexico,0,0,0,1327899,2018,100.0,['Comedy'],4.6,171.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Wick: Chapter 3 - Parabellum,USA,75000000,56818067,171015687,326709727,2019,131.0,"['Action', 'Crime', 'Thriller']",8.0,81568.0,,251709727,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
El futuro que viene,Argentina,1000000,0,0,38398,2017,85.0,['Drama'],6.8,90.0,,-961602,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Spy Who Dumped Me,Canada,40000000,12103043,33562069,75339459,2018,117.0,"['Action', 'Adventure', 'Comedy']",6.0,47869.0,Susanna Fogel,35339459,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amok,Poland,0,0,0,652713,2017,108.0,"['Crime', 'Thriller']",5.9,333.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Historietas Assombradas: O Filme,Brazil,1500000,0,0,3012,2017,90.0,['Animation'],6.8,54.0,,-1496988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Birayen bedengiye,Turkey,0,0,0,1377,2017,86.0,['Documentary'],6.9,15.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Moon Hotel Kabul,Romania,936000,0,0,2577,2018,100.0,['Drama'],6.9,48.0,Anca Damian,-933423,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The 15:17 to Paris,USA,30000000,12554286,36276286,57076286,2018,94.0,"['Biography', 'Drama', 'Thriller']",5.2,21880.0,Clint Eastwood,27076286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
