primary_title,Country,Budget,Opening Weekend USA,Gross USA,Cumulative Worldwide Gross,start_year,runtime_minutes,genres,averagerating,numvotes,director,Profit,Adventure,Drama,Musical,Romance,War,Action,Animation,Fantasy,Thriller,Music,Mystery,Comedy,Biography,History,Sport,Crime,Documentary,Sci-Fi,Horror,Family,Western
Where Are You Taking Me?,Uganda,0,937,1492,1492,2010,72.0,['Documentary'],8.6,49.0,Kimi Takesue,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Umeå4ever,Norway,0,0,0,63353,2011,99.0,['Comedy'],4.2,141.0,Geir Greni,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vzroslaya doch, ili Test na...",Russia,0,0,0,699703,2010,,"['Comedy', 'Drama']",6.4,48.0,Mher Mkrtchyan,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Welcome to the Punch,UK,8500000,2736,9747,3926386,2013,99.0,"['Action', 'Crime', 'Thriller']",6.1,30538.0,Eran Creevy,-4573614,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Inventing Our Life: The Kibbutz Experiment,USA,0,6193,16734,16734,2010,79.0,"['Documentary', 'History']",6.2,17.0,Toby Perl Freilich,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Elias and the Treasure of the Sea,Norway,2310000,0,0,1648328,2010,78.0,"['Adventure', 'Animation', 'Family']",5.9,57.0,Lise I. Osvoll,-661672,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Arschkalt,Germany,0,0,0,420737,2011,90.0,"['Comedy', 'Drama', 'Romance']",6.3,265.0,André Erkau,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raven the Little Rascal,Germany,0,0,0,3788022,2012,78.0,"['Adventure', 'Animation', 'Comedy']",6.2,133.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Importance of Tying Your Own Shoes,Sweden,660000,0,0,5012245,2011,101.0,"['Comedy', 'Drama', 'Music']",6.1,1800.0,Lena Koppel,4352245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monumental: In Search of America's National Treasure,USA,500000,28340,177729,177729,2012,84.0,"['Documentary', 'History']",5.0,757.0,Duane Barnhart,-322271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Dragon Pearl,Australia,0,0,0,4919550,2011,93.0,"['Adventure', 'Family', 'Fantasy']",4.7,803.0,Mario Andreacchio,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11-11-11,USA,0,32771,32771,6963872,2011,90.0,"['Horror', 'Mystery', 'Thriller']",4.0,11712.0,Darren Lynn Bousman,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gimme Danger,USA,0,44725,440627,950040,2016,108.0,"['Documentary', 'Music']",7.2,4081.0,Jim Jarmusch,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10 Years,USA,0,22707,203373,285984,2011,100.0,"['Comedy', 'Drama', 'Romance']",6.1,22484.0,Jamie Linden,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Piano in a Factory,China,0,0,0,989775,2010,119.0,"['Comedy', 'Drama']",7.3,1032.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sacrifice,China,10000000,15243,29792,29093560,2010,122.0,"['Drama', 'History']",6.2,2029.0,Kaige Chen,19093560,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phantom Boy,France,0,4352,34362,221016,2015,84.0,"['Action', 'Adventure', 'Animation']",6.6,1156.0,,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Little Thing Called Love,Thailand,0,0,0,2659443,2010,118.0,"['Comedy', 'Romance']",7.6,3984.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We Are Not Animals,USA,0,0,0,1902,2013,90.0,"['Comedy', 'Drama']",5.2,433.0,Alejandro Agresti,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joschka und Herr Fischer,Germany,1170000,0,0,741708,2011,138.0,"['Biography', 'Documentary', 'History']",6.7,178.0,Pepe Danquart,-428292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Se sei così ti dico sì,Italy,0,0,0,698910,2011,90.0,['Comedy'],5.5,188.0,Eugenio Cappuccio,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filly Brown,USA,2000000,1478323,2850357,2940411,2012,80.0,"['Drama', 'Music']",5.7,1003.0,,940411,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Combat Girls,Germany,0,0,0,718808,2011,103.0,['Drama'],6.8,4350.0,David Wnendt,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nobody Walks,USA,0,7269,25342,25342,2012,83.0,['Drama'],5.3,4586.0,Ry Russo-Young,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penguins of Madagascar,USA,132000000,25447444,83850911,373515621,2014,92.0,"['Adventure', 'Animation', 'Comedy']",6.7,72551.0,,241515621,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Murder 2,India,0,0,59000,9078349,2011,127.0,"['Action', 'Crime', 'Thriller']",6.2,5773.0,Mohit Suri,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Beauty,South Africa,0,0,0,50425,2011,99.0,['Drama'],6.2,1562.0,Oliver Hermanus,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Let's Be Cops,USA,17000000,17813722,82390774,138224951,2014,104.0,"['Comedy', 'Crime']",6.4,121633.0,Luke Greenfield,121224951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
What Maisie Knew,USA,6000000,21480,1066471,2711379,2012,99.0,['Drama'],7.5,25455.0,,-3288621,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monsters: Dark Continent,UK,0,0,0,306004,2014,119.0,"['Action', 'Drama', 'Horror']",4.3,9200.0,Tom Green,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Platteland,South Africa,480000,0,0,1069699,2011,120.0,"['Action', 'Drama', 'Music']",6.4,137.0,Sean Else,589699,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All Our Desires,France,9945000,0,0,3093416,2011,120.0,['Drama'],6.8,754.0,Philippe Lioret,-6851584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian Movies,Italy,4000000,0,0,31658,2012,100.0,['Comedy'],6.0,77.0,Matteo Pellegrini,-3968342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Voces desde Mozambique,Portugal,0,0,0,2856,2011,97.0,['Documentary'],7.7,9.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kuku: mina jään ellu,Estonia,0,0,0,5596,2011,90.0,"['Documentary', 'Drama']",7.4,53.0,Andres Maimik,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Un giorno devi andare,Italy,0,0,0,1279336,2013,109.0,['Drama'],6.4,312.0,Giorgio Diritti,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ata Pata Lapatta,India,0,0,0,4531,2012,120.0,"['Comedy', 'Musical']",5.6,78.0,Rajpal Yadav,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dia de Preto,Brazil,600000,0,0,303,2012,90.0,"['Adventure', 'Fantasy', 'Mystery']",5.2,21.0,,-599697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Princess Lillifee and the Little Unicorn,Germany,0,0,0,5972430,2011,72.0,['Family'],4.4,58.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Behzat Ç.: Seni Kalbime Gömdüm,Turkey,0,0,0,2727185,2011,110.0,"['Action', 'Crime', 'Mystery']",7.7,8462.0,Serdar Akar,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Lunchbox,India,1000000,44542,4235151,11621777,2013,104.0,"['Drama', 'Romance']",7.8,42618.0,Ritesh Batra,10621777,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"El Inca, la boba y el hijo del ladrón",Peru,0,0,0,18556,2011,104.0,['Drama'],8.3,7.0,Ronnie Temoche,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kill Buljo 2,Norway,0,0,0,1857719,2013,88.0,['Comedy'],5.1,797.0,Vegar Hoel,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sound of Heimat - Deutschland singt,Germany,0,0,0,21931,2012,93.0,['Documentary'],7.3,45.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Putos peronistas, cumbia del sentimiento",Argentina,0,0,0,707,2012,,['Documentary'],7.7,6.0,Rodolfo Cesatti,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jerusalem,USA,0,0,8020721,9279456,2013,44.0,['Documentary'],7.3,1056.0,Daniel Ferguson,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rhymes for Young Ghouls,Canada,825000,141,1529,1529,2013,88.0,"['Crime', 'Drama']",6.5,988.0,Jeff Barnaby,-823471,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Amor a mares,Argentina,6000,0,0,51297,2012,91.0,['Comedy'],4.8,18.0,Ezequiel Crupnicoff,45297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Home kwamrak kwamsuk kwam songjam,Thailand,0,0,0,535678,2012,90.0,['Drama'],6.9,104.0,Chookiat Sakveerakul,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kusursuzlar,Turkey,0,0,0,29139,2013,95.0,"['Drama', 'Family', 'Mystery']",6.3,731.0,Ramin Matin,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Homesman,USA,16000000,45433,2429989,3819421,2014,122.0,"['Drama', 'Western']",6.6,27724.0,Tommy Lee Jones,-12180579,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Desert Dancer,UK,4000000,40763,155271,438165,2014,104.0,"['Biography', 'Drama', 'Music']",6.2,1653.0,Richard Raymond,-3561835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Obsession,Australia,0,5060,13199,238223,2013,75.0,"['Documentary', 'History', 'News']",6.7,1167.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Bad Girls,Taiwan,0,0,0,162965,2012,81.0,['Comedy'],1.6,480.0,Jing-Ting Weng,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMO OMG,USA,0,15100,47558,47558,2013,90.0,['Documentary'],6.5,1346.0,Jeremy Seifert,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Skvis,Norway,0,0,0,57780,2012,75.0,['Romance'],6.1,24.0,Kathrine Haugen,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Effetto paradosso,Italy,0,0,0,9622,2012,100.0,['Comedy'],,,Carlo Fenizi,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recipes of Diet Diaries,Japan,0,0,0,174872,2013,100.0,['Comedy'],5.6,30.0,Toshio Lee,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dying to Know: Ram Dass & Timothy Leary,USA,0,0,16397,16397,2014,95.0,"['Biography', 'Documentary', 'History']",7.4,270.0,Gay Dillingham,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ah Boys to Men,Singapore,1095000,0,0,5751428,2012,110.0,['Comedy'],6.2,399.0,Jack Neo,4656428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
God's Not Dead,USA,2000000,9217013,60755732,64676349,2014,113.0,['Drama'],4.8,38051.0,Harold Cronk,62676349,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Fencer,Finland,1877850,5572,95952,1289014,2015,99.0,"['Biography', 'Drama', 'History']",7.2,4063.0,Klaus Härö,-588836,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slow Learners,USA,0,948,22272,22272,2015,96.0,"['Comedy', 'Romance']",5.8,2559.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pokémon the Movie: Kyurem vs. the Sword of Justice,Japan,0,0,0,44057737,2012,72.0,"['Action', 'Adventure', 'Animation']",5.6,965.0,Kunihiko Yuyama,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Invisible Collection,Brazil,0,0,0,22852,2012,89.0,['Drama'],7.0,84.0,Bernard Attal,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I 2 soliti idioti,Italy,0,0,0,11676024,2012,98.0,['Comedy'],3.7,477.0,Enrico Lando,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kankerlijers,Netherlands,0,0,0,313837,2014,93.0,"['Comedy', 'Drama']",6.2,321.0,Lodewijk Crijns,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiss the Water,USA,0,0,0,13295,2013,80.0,"['Animation', 'Biography', 'Documentary']",6.9,86.0,Eric Steel,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tomorrow You Will Leave,Austria,0,0,0,8546,2012,83.0,"['Biography', 'Documentary', 'Family']",,,Martin Nguyen,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
La scelta,Italy,2808000,0,0,1142974,2015,86.0,['Drama'],5.6,215.0,Michele Placido,-1665026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Never Ever,France,0,0,0,77659,2016,86.0,['Drama'],4.8,138.0,Benoît Jacquot,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elveda Katya,Turkey,0,0,0,156189,2012,109.0,['Drama'],6.5,277.0,Ahmet Sönmez,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Police Story: Lockdown,China,0,0,0,94249025,2013,110.0,"['Action', 'Crime', 'Drama']",6.1,8106.0,Sheng Ding,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pop Redemption,France,0,0,0,396221,2013,94.0,"['Comedy', 'Music']",6.0,954.0,Martin Le Gall,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casanova Variations,France,0,0,0,4691,2014,118.0,"['Biography', 'Drama', 'Fantasy']",6.0,178.0,Michael Sturminger,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leader,India,4500000,0,0,1654633,2013,182.0,"['Action', 'Drama']",6.2,7320.0,A.L. Vijay,-2845367,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Summer Camp,Spain,0,0,0,1490748,2015,81.0,['Horror'],5.1,2980.0,Alberto Marini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Betibú,Argentina,0,0,0,1687797,2014,100.0,"['Crime', 'Mystery', 'Thriller']",6.3,789.0,Miguel Cohan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sole a catinelle,Italy,9360000,0,0,69903094,2013,87.0,['Comedy'],6.3,4626.0,Gennaro Nunziante,60543094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suffragette,UK,14000000,76244,4702420,31972096,2015,106.0,"['Biography', 'Drama', 'History']",6.9,34306.0,Sarah Gavron,17972096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Irandam Ulagam,India,5000000,0,0,30868,2013,158.0,"['Fantasy', 'Romance']",5.8,1026.0,K. Selvaraghavan,-4969132,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Optimists,Sweden,519200,0,0,214956,2013,92.0,"['Documentary', 'Drama', 'Family']",7.8,164.0,Gunhild Magnor,-304244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Konfetti,South Africa,2000000,0,0,241791,2014,98.0,"['Comedy', 'Drama', 'Romance']",5.2,46.0,Zaheer Goodman-Bhyat,-1758209,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Master of the Universe,Austria,0,0,0,58864,2013,88.0,['Documentary'],7.2,1012.0,Marc Bauder,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Desierto,Mexico,3000000,514282,2002036,4924990,2015,88.0,"['Drama', 'Thriller']",6.0,8235.0,Jonás Cuarón,1924990,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Spectacle,India,0,1006059,2065487,15159762,2015,139.0,"['Comedy', 'Drama', 'Romance']",7.2,19901.0,Imtiaz Ali,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden Oldies 2,Brazil,0,0,0,700070,2013,82.0,['Comedy'],4.4,69.0,Hugo Carvana,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fasten Your Seatbelt,South Korea,0,0,0,1755894,2013,94.0,['Comedy'],5.7,142.0,Jung-woo Ha,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Certain Magical Index: The Movie - The Miracle of Endymion,Japan,0,0,0,4701051,2013,90.0,"['Animation', 'Comedy', 'Fantasy']",6.7,262.0,Hiroshi Nishikiori,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Half Brothers,Germany,0,0,0,2461980,2015,117.0,"['Comedy', 'Crime', 'Drama']",5.6,828.0,Christian Alvart,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Justin Bieber's Believe,USA,5000000,2007567,6206566,10980157,2013,92.0,"['Documentary', 'Music']",1.8,17476.0,Jon M. Chu,5980157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Love Syndrome rak ngo ngo,Thailand,0,0,0,231854,2013,,['Romance'],6.3,29.0,Pantham Thongsangl,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"No Pay, Nudity",USA,0,3221,20017,20017,2016,92.0,"['Comedy', 'Drama']",6.2,98.0,Lee Wilkof,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
