,0
3122,nm5639913
3123,nm1349376
3124,nm5650556
3125,nm2050760
3126,nm1331264
3127,nm0069166
3128,nm0833627
3129,nm2497546
3130,nm0523276
3131,nm0715636
3132,nm1009277
3133,nm0294825
3134,nm1201875
3135,nm0243233
3136,nm0000513
3137,nm1556116
3138,nm6576432
3139,nm3422245
3140,nm0050988
3141,nm8877778
3142,nm1191481
3143,nm0532509
3144,nm0655683
3145,nm0973105
3146,nm1391924
3147,nm0312881
3148,nm0345615
3149,nm1264059
3150,nm0082450
3151,nm0694946
3152,nm3160408
3153,nm0149446
3154,nm0363857
3155,nm1637768
3156,nm2022197
3157,nm0000631
3158,nm0660266
3159,nm1028596
3160,nm0578757
3161,nm2482088
3162,nm3686331
3163,nm1064077
3164,nm0102887
3165,nm0694249
3166,nm0023859
3167,nm0233027
3168,nm0275277
3169,nm0839268
3170,nm2514999
3171,nm0382956
3172,nm0969427
3173,nm1385560
3174,nm0620363
3175,nm2543774
3176,nm2120491
3177,nm0259930
3178,nm0957505
3179,nm1455688
3180,nm0842955
3181,nm0736623
3182,nm2941797
3183,nm0292211
3184,nm2565292
3185,nm2054189
3186,nm0069818
3187,nm0249998
3188,nm0880928
3189,nm3832292
3190,nm3847994
3191,nm0438228
3192,nm1896275
3193,nm1318617
3194,nm1175724
3195,nm0300168
3196,nm2706882
3197,nm0470323
3198,nm0001348
3199,nm1112548
3200,nm0129842
3201,nm0671210
3202,nm0348640
3203,nm0037708
3204,nm0031992
3205,nm0875072
3206,nm0554139
3207,nm4021775
3208,nm0151167
3209,nm0617407
3210,nm0409791
3211,nm0875672
3212,nm4092503
3213,nm2955107
3214,nm1553755
3215,nm1258686
3216,nm0323303
3217,nm4114638
3218,nm1641315
3219,nm2165066
3220,nm1741105
3221,nm2800579
3222,nm1212489
3223,nm2120994
3224,nm0521803
3225,nm0005366
3226,nm0200380
3227,nm0173684
3228,nm3954268
3229,nm2182866
3230,nm0644309
3231,nm1754484
3232,nm4025732
3233,nm0407067
3234,nm0921264
3235,nm1717924
3236,nm1235483
3237,nm4271511
3238,nm0728149
3239,nm0284369
3240,nm1782844
3241,nm4290547
3242,nm3153222
3243,nm1012523
3244,nm2286540
3245,nm0735134
3246,nm0055348
3247,nm0645657
3248,nm0970382
3249,nm0221611
3250,nm1897437
3251,nm4161077
3252,nm0314863
3253,nm0418450
3254,nm1639277
3255,nm0563243
3256,nm4577722
3257,nm1936347
3258,nm1886112
3259,nm0117741
3260,nm1509613
3261,nm1846132
3262,nm5160418
3263,nm1493163
3264,nm0949210
3265,nm0308260
3266,nm0469273
3267,nm0670990
3268,nm0686060
3269,nm0844444
3270,nm0524461
3271,nm4995226
3272,nm3590210
3273,nm1559043
3274,nm1050097
3275,nm0609236
3276,nm1805430
3277,nm0504267
3278,nm0415245
3279,nm0673051
3280,nm3057599
3281,nm2366012
3282,nm0000278
3283,nm2133921
3284,nm1283069
3285,nm0415245
3286,nm0005366
3287,nm0262635
3288,nm0328515
3289,nm0002653
3290,nm0114226
3291,nm0001060
3292,nm0551076
3293,nm0751102
3294,nm0275698
3295,nm0108132
3296,nm0609549
3297,nm0506613
3298,nm0526819
3299,nm0240797
3300,nm0936482
3301,nm1338655
3302,nm0001081
3303,nm0322248
3304,nm0305405
3305,nm3346049
3306,nm0865573
3307,nm1327703
3308,nm0003557
3309,nm0666685
3310,nm0502412
3311,nm0439397
3312,nm3464822
3313,nm0002120
3314,nm0191147
3315,nm0236226
3316,nm0228542
3317,nm0180428
3318,nm0269542
3319,nm0000217
3320,nm4126766
3321,nm0049326
3322,nm0691953
3323,nm0415245
3324,nm1403892
3325,nm0779433
3326,nm4146008
3327,nm2434762
3328,nm1482109
3329,nm4159157
3330,nm0847545
3331,nm1186589
3332,nm1153907
3333,nm1296554
3334,nm1076635
3335,nm0598855
3336,nm4474332
3337,nm1242062
3338,nm1169526
3339,nm0594769
3340,nm1300166
3341,nm3206815
3342,nm3071876
3343,nm2365361
3344,nm0659380
3345,nm0698228
3346,nm2782976
3347,nm4371472
3348,nm1424878
3349,nm0005077
3350,nm0002191
3351,nm1572674
3352,nm0179697
3353,nm3863558
3354,nm1242054
3355,nm2260751
3356,nm2035480
3357,nm1142177
3358,nm0839397
3359,nm1269402
3360,nm0305563
3361,nm1892220
3362,nm0489344
3363,nm0271815
3364,nm1324266
3365,nm3416326
3366,nm0960025
3367,nm0781842
3368,nm1388428
3369,nm0801243
3370,nm2032664
3371,nm3960638
3372,nm0004689
3373,nm1377658
3374,nm1996918
3375,nm1445276
3376,nm1903006
3377,nm1067862
3378,nm1436693
3379,nm0724938
3380,nm2524803
3381,nm0284011
3382,nm1902132
3383,nm4129426
3384,nm0000853
3385,nm1191315
3386,nm0106620
3387,nm1717961
3388,nm1375074
3389,nm2320658
3390,nm1667629
3391,nm2208579
3392,nm0423646
3393,nm1218281
3394,nm0504980
3395,nm2504839
3396,nm0670262
3397,nm5152514
3398,nm1310723
3399,nm3550361
3400,nm0802679
3401,nm3628658
3402,nm1190947
3403,nm0398185
3404,nm2341549
3405,nm1922296
3406,nm4689260
3407,nm0580793
3408,nm0398575
3409,nm1257352
3410,nm0612720
3411,nm2450986
3412,nm2383584
3413,nm0405578
3414,nm1732806
3415,nm0633106
3416,nm1732946
3417,nm4146491
3418,nm0646444
3419,nm0907835
3420,nm0639021
3421,nm4992708
3422,nm0870313
3423,nm3205834
3424,nm0726954
3425,nm3408503
3426,nm2347678
3427,nm3607564
3428,nm0000876
3429,nm1440144
3430,nm0534442
3431,nm0784061
3432,nm1698419
3433,nm1512910
3434,nm2242451
3435,nm0393394
3436,nm0263009
3437,nm0423646
3438,nm0000217
3439,nm0777881
3440,nm2161247
3441,nm0000185
3442,nm1089011
3443,nm3810122
3444,nm0659950
3445,nm0407992
3446,nm3223973
3447,nm0670670
3448,nm0634240
3449,nm0393799
3450,nm0001752
3451,nm0442454
3452,nm0524516
3453,nm0295003
3454,nm0374959
3455,nm0765761
3456,nm0400850
3457,nm0757081
3458,nm1905588
3459,nm1558799
3460,nm0931095
3461,nm3669732
3462,nm0000965
3463,nm0767022
3464,nm3307068
3465,nm0729514
3466,nm0686375
3467,nm1048540
3468,nm0816090
3469,nm0897065
3470,nm1922887
3471,nm0851724
3472,nm2568708
3473,nm1492075
3474,nm1049433
3475,nm1302591
3476,nm0452221
3477,nm2990632
3478,nm4137350
3479,nm1196161
3480,nm0742230
3481,nm0007439
3482,nm4160501
3483,nm1413364
3484,nm1218281
3485,nm4204662
3486,nm0000647
3487,nm2573954
3488,nm0007071
3489,nm0094253
3490,nm1460159
3491,nm3740108
3492,nm1384721
3493,nm0019341
3494,nm3363032
3495,nm0325960
3496,nm1228541
3497,nm0012137
3498,nm1069989
3499,nm0952077
3500,nm0815044
3501,nm0917405
3502,nm0893872
3503,nm0315842
3504,nm0601337
3505,nm1729121
3506,nm1455707
3507,nm0506802
3508,nm0889402
3509,nm0660707
3510,nm4386173
3511,nm1584093
3512,nm2222215
3513,nm1671980
3514,nm0911075
3515,nm0623025
3516,nm0868441
3517,nm0220774
3518,nm0408646
3519,nm4667522
3520,nm4678690
3521,nm1555894
3522,nm0250625
3523,nm0506518
3524,nm1637767
3525,nm1374747
3526,nm2117748
3527,nm2284472
3528,nm3656010
3529,nm1773597
3530,nm4236974
3531,nm0613582
3532,nm0182891
3533,nm1550373
3534,nm0079578
3535,nm2596818
3536,nm1857245
3537,nm1823227
3538,nm0436382
3539,nm0633729
3540,nm3828653
3541,nm3275942
3542,nm0582650
3543,nm0000142
3544,nm1077724
3545,nm1359664
3546,nm1778465
3547,nm0352032
3548,nm1203789
3549,nm1799233
3550,nm1011835
3551,nm0749599
3552,nm0006854
3553,nm1294961
3554,nm0092632
3555,nm0209629
3556,nm0660245
3557,nm1940197
3558,nm5059353
3559,nm2317803
3560,nm4019396
3561,nm0499946
3562,nm3158271
3563,nm4305424
3564,nm1548476
3565,nm0465932
3566,nm1933648
3567,nm0813786
3568,nm5395166
3569,nm0449489
3570,nm5383531
3571,nm0426059
3572,nm2473813
3573,nm1153627
3574,nm0435091
3575,nm0184027
3576,nm3774632
3577,nm0801543
3578,nm0890394
3579,nm1378015
3580,nm4219902
3581,nm3809735
3582,nm1840064
3583,nm1499344
3584,nm0038295
3585,nm1140275
3586,nm0156828
3587,nm0560277
3588,nm1079776
3589,nm3735491
3590,nm0005367
3591,nm0007082
3592,nm0278181
3593,nm5698993
3594,nm2420471
3595,nm0060505
3596,nm0002077
3597,nm0002657
3598,nm0192984
3599,nm0451326
3600,nm0424103
3601,nm0580351
3602,nm0875793
3603,nm0831557
3604,nm0006960
3605,nm0000727
3606,nm0230696
3607,nm0607831
3608,nm0711807
3609,nm0054862
3610,nm0172877
3611,nm1150657
3612,nm0610831
3613,nm2965282
3614,nm1066739
3615,nm0002252
3616,nm0068587
3617,nm0240797
3618,nm0280133
3619,nm1485793
3620,nm1403225
3621,nm2947826
3622,nm0665022
3623,nm1969831
3624,nm0000095
3625,nm1131933
3626,nm0493441
3627,nm0859707
3628,nm3817360
3629,nm0386312
3630,nm0476417
3631,nm0825842
3632,nm0681852
3633,nm0281508
3634,nm1731937
3635,nm4131982
3636,nm0002120
3637,nm0436780
3638,nm2316087
3639,nm0920635
3640,nm2103171
3641,nm0774990
3642,nm0679154
3643,nm0031976
3644,nm4162804
3645,nm0000953
3646,nm4165588
3647,nm1016428
3648,nm0642823
3649,nm1381767
3650,nm1589673
3651,nm1147588
3652,nm0632808
3653,nm0538558
3654,nm0746162
3655,nm0893111
3656,nm0170043
3657,nm1231757
3658,nm0802168
3659,nm1030526
3660,nm0066430
3661,nm1852072
3662,nm0437747
3663,nm0343547
3664,nm1979682
3665,nm4341403
3666,nm1777967
3667,nm2024795
3668,nm3760126
3669,nm0946092
3670,nm0465551
3671,nm1740890
3672,nm3338574
3673,nm0477041
3674,nm0638434
3675,nm4675381
3676,nm2011631
3677,nm0084819
3678,nm1547925
3679,nm0520749
3680,nm3572639
3681,nm4729613
3682,nm4744716
3683,nm3935975
3684,nm0340840
3685,nm2399862
3686,nm0537339
3687,nm0429517
3688,nm3233092
3689,nm0002645
3690,nm2252464
3691,nm1094036
3692,nm0356875
3693,nm0619851
3694,nm0282425
3695,nm1147848
3696,nm0426333
3697,nm5123449
3698,nm3009133
3699,nm3873210
3700,nm2943912
3701,nm0408195
3702,nm0396075
3703,nm0442207
3704,nm0440458
3705,nm2039220
3706,nm1128572
3707,nm3202310
3708,nm0342970
3709,nm0032795
3710,nm1460159
3711,nm0304521
3712,nm4577722
3713,nm1150656
3714,nm1117731
3715,nm1943695
3716,nm2197777
3717,nm1836724
3718,nm0356867
3719,nm0941811
3720,nm3283023
3721,nm0815044
3722,nm1503387
3723,nm1414579
3724,nm2926263
3725,nm2011696
3726,nm0220019
3727,nm2475544
3728,nm4876393
3729,nm0031639
3730,nm1302411
3731,nm1088762
3732,nm3208867
3733,nm1403892
3734,nm0758933
3735,nm3803184
3736,nm0290544
3737,nm0754817
3738,nm5627015
3739,nm1424282
3740,nm0000095
3741,nm0319659
3742,nm0614682
3743,nm1353543
3744,nm0405632
3745,nm1729121
3746,nm3115689
3747,nm0945282
3748,nm1835052
3749,nm2928920
3750,nm0710490
3751,nm0631590
3752,nm0047047
3753,nm0150802
3754,nm0281508
3755,nm0942331
3756,nm1814880
3757,nm1013671
3758,nm0515101
3759,nm1429471
3760,nm0169621
3761,nm2979103
3762,nm0004307
3763,nm0524519
3764,nm1224330
3765,nm0138620
3766,nm0299002
3767,nm0644688
3768,nm0667734
3769,nm0653056
3770,nm0073888
3771,nm1069826
3772,nm0067457
3773,nm0939147
3774,nm0252135
3775,nm0316795
3776,nm1767178
3777,nm0586281
3778,nm1629105
3779,nm1622258
3780,nm0933604
3781,nm1311405
3782,nm1126474
3783,nm1347153
3784,nm2692858
3785,nm0994402
3786,nm4238438
3787,nm1274163
3788,nm1367479
3789,nm0327273
3790,nm2549243
3791,nm0826259
3792,nm0053502
3793,nm4272919
3794,nm0613996
3795,nm0375691
3796,nm1992380
3797,nm4295627
3798,nm0041775
3799,nm0326740
3800,nm2398093
3801,nm1662773
3802,nm0027271
3803,nm1493388
3804,nm0542638
3805,nm3892733
3806,nm0232504
3807,nm0948107
3808,nm1041991
3809,nm1197318
3810,nm1405022
3811,nm0223664
3812,nm0835727
3813,nm0349702
3814,nm0308498
3815,nm0667650
3816,nm0648036
3817,nm0697014
3818,nm0440604
3819,nm3309755
3820,nm0112374
3821,nm1081521
3822,nm7238520
3823,nm0812307
3824,nm0838499
3825,nm1415801
3826,nm0023207
3827,nm0868650
3828,nm4577642
3829,nm0939147
3830,nm4557079
3831,nm1562901
3832,nm0348181
3833,nm3468658
3834,nm1436684
3835,nm0615592
3836,nm2971253
3837,nm0950506
3838,nm1135423
3839,nm0777050
3840,nm3425760
3841,nm3334627
3842,nm4698030
3843,nm0299998
3844,nm0362566
3845,nm0745199
3846,nm0290725
3847,nm0343706
3848,nm0465617
3849,nm1804518
3850,nm0444244
3851,nm0299603
3852,nm1836315
3853,nm4942485
3854,nm0802679
3855,nm3537413
3856,nm0299175
3857,nm1104118
3858,nm2709569
3859,nm0939147
3860,nm0726136
3861,nm0814271
3862,nm0764367
3863,nm0516360
3864,nm1210360
3865,nm0190389
3866,nm1699688
3867,nm0530865
3868,nm0249334
3869,nm0845964
3870,nm2843043
3871,nm1547925
3872,nm0946995
3873,nm0158557
3874,nm0451126
3875,nm1919975
3876,nm0015295
3877,nm0829537
3878,nm5559177
3879,nm3808308
3880,nm2289860
3881,nm0659023
3882,nm1302411
3883,nm3930122
3884,nm4082438
3885,nm2630323
3886,nm1661334
3887,nm1882062
3888,nm0709182
3889,nm2021547
3890,nm0797213
3891,nm0518644
3892,nm0180652
3893,nm2287741
3894,nm0082526
3895,nm3870994
3896,nm1317262
3897,nm0695629
3898,nm2414786
3899,nm4681362
3900,nm1283069
3901,nm0770883
3902,nm0625080
3903,nm0298807
3904,nm5662493
3905,nm1349376
3906,nm0005222
3907,nm1064048
3908,nm0228542
3909,nm0505934
3910,nm1349522
3911,nm0398555
3912,nm1012501
3913,nm0650702
3914,nm0382956
3915,nm0000985
3916,nm0742814
3917,nm0032795
3918,nm0399630
3919,nm0506071
3920,nm0285683
3921,nm0899520
3922,nm2151661
3923,nm0000881
3924,nm3393440
3925,nm0680846
3926,nm0462029
3927,nm1424878
3928,nm3439064
3929,nm0322242
3930,nm0065449
3931,nm0490487
3932,nm0280396
3933,nm1387784
3934,nm1139761
3935,nm4816401
3936,nm0375494
3937,nm0208343
3938,nm0894787
3939,nm0880297
3940,nm0462413
3941,nm0521601
3942,nm0182815
3943,nm0813164
3944,nm0805449
3945,nm1956394
3946,nm3933643
3947,nm1695278
3948,nm3952634
3949,nm2553474
3950,nm0601680
3951,nm0952583
3952,nm1212770
3953,nm4003301
3954,nm4025285
3955,nm0063357
3956,nm0894787
3957,nm0735705
3958,nm0393254
3959,nm1098493
3960,nm2257147
3961,nm0598355
3962,nm0129450
3963,nm4287134
3964,nm0469694
3965,nm0702518
3966,nm4138471
3967,nm2581482
3968,nm1868749
3969,nm1171418
3970,nm2280670
3971,nm0004541
3972,nm1503405
3973,nm3322414
3974,nm2718478
3975,nm0864775
3976,nm0305017
3977,nm4455487
3978,nm4456505
3979,nm0003400
3980,nm0284524
3981,nm0720168
3982,nm0490487
3983,nm1537157
3984,nm0807070
3985,nm0835294
3986,nm2026219
3987,nm2513598
3988,nm0001355
3989,nm0601337
3990,nm0764783
3991,nm0072329
3992,nm4577722
3993,nm3566258
3994,nm0068674
3995,nm0900154
3996,nm2120452
3997,nm1758280
3998,nm4577722
3999,nm3254695
4000,nm1270318
4001,nm0233078
4002,nm0150906
4003,nm1978110
4004,nm4696905
4005,nm2530692
4006,nm4701430
4007,nm4047350
4008,nm1046377
4009,nm5151261
4010,nm1326535
4011,nm5157066
4012,nm1001051
4013,nm2545999
4014,nm3734458
4015,nm1823283
4016,nm0154819
4017,nm0182450
4018,nm0001392
4019,nm0810862
4020,nm1939777
4021,nm1893182
4022,nm5213589
4023,nm0457503
4024,nm0466153
4025,nm4982827
4026,nm2391575
4027,nm0902290
4028,nm0132362
4029,nm2633637
4030,nm0065449
4031,nm2916636
4032,nm2964327
4033,nm1362698
4034,nm0122741
4035,nm5267822
4036,nm0609549
4037,nm2361914
4038,nm5042877
4039,nm0664667
4040,nm0923736
4041,nm0678857
4042,nm2693746
4043,nm3814074
4044,nm1802294
4045,nm0333705
4046,nm2130235
4047,nm2043935
4048,nm5588574
4049,nm5591142
4050,nm1387177
4051,nm4196169
4052,nm2014242
4053,nm0586123
4054,nm0905343
4055,nm0001392
4056,nm1989536
4057,nm0797455
4058,nm0793944
4059,nm0371755
4060,nm1360908
4061,nm1088868
4062,nm0160157
4063,nm0870841
4064,nm3086049
4065,nm0948572
4066,nm1292685
4067,nm0331259
4068,nm0161152
4069,nm0342748
4070,nm0892264
4071,nm0134396
4072,nm0427037
4073,nm0711745
4074,nm0243231
4075,nm0000118
4076,nm0864775
4077,nm0771673
4078,nm2480587
4079,nm3889354
4080,nm0104973
4081,nm0009190
4082,nm0905592
4083,nm1035649
4084,nm0284308
4085,nm2277869
4086,nm1353543
4087,nm0868219
4088,nm0839268
4089,nm3946793
4090,nm2389985
4091,nm0265856
4092,nm0342786
4093,nm1202276
4094,nm0938777
4095,nm1484768
4096,nm0133067
4097,nm0445084
4098,nm1061623
4099,nm0117389
4100,nm0637835
4101,nm2874601
4102,nm0284677
4103,nm3032410
4104,nm0293822
4105,nm3286588
4106,nm1135265
4107,nm0049592
4108,nm2913746
4109,nm0456426
4110,nm4047350
4111,nm1119645
4112,nm1329170
4113,nm3490418
4114,nm0606835
4115,nm0057106
4116,nm0951698
4117,nm1840943
4118,nm2420471
4119,nm0610938
4120,nm0496046
4121,nm3867801
4122,nm1502159
4123,nm1390830
4124,nm2034166
4125,nm2318190
4126,nm0586281
4127,nm1525794
4128,nm2756180
4129,nm0757084
4130,nm0718671
4131,nm0806492
4132,nm0687427
4133,nm1216004
4134,nm2619779
4135,nm0813851
4136,nm3776123
4137,nm0741262
4138,nm0692770
4139,nm3803184
4140,nm0062879
4141,nm0001384
4142,nm0889943
4143,nm4263820
4144,nm0548648
4145,nm1033693
4146,nm0161152
4147,nm1012385
4148,nm0728270
4149,nm0888634
4150,nm2598734
4151,nm0511404
4152,nm1730895
4153,nm0196860
4154,nm1284414
4155,nm4900471
4156,nm1908380
4157,nm0173101
4158,nm0080235
4159,nm1576034
4160,nm0305054
4161,nm1950921
4162,nm1855405
4163,nm1376035
4164,nm3478750
4165,nm0213191
4166,nm0000247
4167,nm0476123
4168,nm4851216
4169,nm0772691
4170,nm0218621
4171,nm0702330
4172,nm0896459
4173,nm5326250
4174,nm1165032
4175,nm1890752
4176,nm0025538
4177,nm0561813
4178,nm0106924
4179,nm1905770
4180,nm4591651
4181,nm2119697
4182,nm2414670
4183,nm0002077
4184,nm2905562
4185,nm2310282
4186,nm1006796
4187,nm0803350
4188,nm0447476
4189,nm2830839
4190,nm0190389
4191,nm3761088
4192,nm5306723
4193,nm0004152
4194,nm1224574
4195,nm0080456
4196,nm0492408
4197,nm0533284
4198,nm1506786
4199,nm0991532
4200,nm4021775
4201,nm2326632
4202,nm1299690
4203,nm4154470
4204,nm1470984
4205,nm0506613
4206,nm2495566
4207,nm0144511
4208,nm0506290
4209,nm1527117
4210,nm0154385
4211,nm0659182
4212,nm1232679
4213,nm1122650
4214,nm1108007
4215,nm0756548
4216,nm0467492
4217,nm0014960
4218,nm0158984
4219,nm10623918
4220,nm1148550
4221,nm1224299
4222,nm2677924
4223,nm0727754
4224,nm2549243
4225,nm0536251
4226,nm1200194
4227,nm3049622
4228,nm0335131
4229,nm0782430
4230,nm1282993
4231,nm0366004
4232,nm0001806
4233,nm0719320
4234,nm0179221
4235,nm1699934
4236,nm0000389
4237,nm2884816
4238,nm0353673
4239,nm0607275
4240,nm1663638
4241,nm3561140
4242,nm2206944
4243,nm0602616
4244,nm0319885
4245,nm0844333
4246,nm2102632
4247,nm0804592
4248,nm0204934
4249,nm3743230
4250,nm0506374
4251,nm0881372
4252,nm3764560
4253,nm1160962
4254,nm0453518
4255,nm1315567
4256,nm0223731
4257,nm0101461
4258,nm0005190
4259,nm2282587
4260,nm0754328
4261,nm0492408
4262,nm0631151
4263,nm0411405
4264,nm3834811
4265,nm1391682
4266,nm1883257
4267,nm1802395
4268,nm0759777
4269,nm0013828
4270,nm1271353
4271,nm2639032
4272,nm1564550
4273,nm1580395
4274,nm0855035
4275,nm0054504
4276,nm2395887
4277,nm0782381
4278,nm0383688
4279,nm0300174
4280,nm1847876
4281,nm0148987
4282,nm0796504
4283,nm1742427
4284,nm0503259
4285,nm0945724
4286,nm0684336
4287,nm1583171
4288,nm2132286
4289,nm0076081
4290,nm0906710
4291,nm1785660
4292,nm3105295
4293,nm0246903
4294,nm0183984
4295,nm0554880
4296,nm0496227
4297,nm1015050
4298,nm0915838
4299,nm1495389
4300,nm0639033
4301,nm2609807
4302,nm1959340
4303,nm0215003
4304,nm0887473
4305,nm0146760
4306,nm3973064
4307,nm0027271
4308,nm0927718
4309,nm2102093
4310,nm0195754
4311,nm0336695
4312,nm2301412
4313,nm1047180
4314,nm4792457
4315,nm3745191
4316,nm0070594
4317,nm0625080
4318,nm0316139
4319,nm5047867
4320,nm1310723
4321,nm1351706
4322,nm0491572
4323,nm1346713
4324,nm0851752
4325,nm0371890
4326,nm2155554
4327,nm0626754
4328,nm0240797
4329,nm1614415
4330,nm0464526
4331,nm1283069
4332,nm0950834
4333,nm0482452
4334,nm1406740
4335,nm0317488
4336,nm0998110
4337,nm0001806
4338,nm0000399
4339,nm1777967
4340,nm2141257
4341,nm0105169
4342,nm0244561
4343,nm2294243
4344,nm0243355
4345,nm6348823
4346,nm5673123
4347,nm1515266
4348,nm1085510
4349,nm1254338
4350,nm5684416
4351,nm1033529
4352,nm0531595
4353,nm0631590
4354,nm10183578
4355,nm0567587
4356,nm0381305
4357,nm5721489
4358,nm1550118
4359,nm0482592
4360,nm0000128
4361,nm0570082
4362,nm1356032
4363,nm1699662
4364,nm0016203
4365,nm5790037
4366,nm2483574
4367,nm0917188
4368,nm0516360
4369,nm0001675
4370,nm0711840
4371,nm0331532
4372,nm0001716
4373,nm0000778
4374,nm2873161
4375,nm0898306
4376,nm0000487
4377,nm0829820
4378,nm2504581
4379,nm0175916
4380,nm0090386
4381,nm0384825
4382,nm0178997
4383,nm0103187
4384,nm1465130
4385,nm0415382
4386,nm0891216
4387,nm0309382
4388,nm0941708
4389,nm1174251
4390,nm0563760
4391,nm0005077
4392,nm0000217
4393,nm0812553
4394,nm1476105
4395,nm2391575
4396,nm0759368
4397,nm0604335
4398,nm0006487
4399,nm0001429
4400,nm3575443
4401,nm2038376
4402,nm1082560
4403,nm1312575
4404,nm1532195
4405,nm0825407
4406,nm1369800
4407,nm0927413
4408,nm0049592
4409,nm0007066
4410,nm0320306
4411,nm0012541
4412,nm0765228
4413,nm0294878
4414,nm3693704
4415,nm0785498
4416,nm0233339
4417,nm0000759
4418,nm2760467
4419,nm0548474
4420,nm1300606
4421,nm2567155
4422,nm1000820
4423,nm0002120
4424,nm0096375
4425,nm0873608
4426,nm1332844
4427,nm0015497
4428,nm2275000
4429,nm3143581
4430,nm0906709
4431,nm2782185
4432,nm0509409
4433,nm1391027
4434,nm0814469
4435,nm0397927
4436,nm0551630
4437,nm0631791
4438,nm4142062
4439,nm0575726
4440,nm0631473
4441,nm4158331
4442,nm1437277
4443,nm4441916
4444,nm3162559
4445,nm1458971
4446,nm1184336
4447,nm0235719
4448,nm0411002
4449,nm0000876
4450,nm3286588
4451,nm0944937
4452,nm0464953
4453,nm2098745
4454,nm0215887
4455,nm0256103
4456,nm2271931
4457,nm0436156
4458,nm0468089
4459,nm0225109
4460,nm0701876
4461,nm1091764
4462,nm0886976
4463,nm2588606
4464,nm1633043
4465,nm4623970
4466,nm2475544
4467,nm0245677
4468,nm0150916
4469,nm3105764
4470,nm0994484
4471,nm0794057
4472,nm0325606
4473,nm0383688
4474,nm1128830
4475,nm4704895
4476,nm0960230
4477,nm1462495
4478,nm3440937
4479,nm1133652
4480,nm1212968
4481,nm2200449
4482,nm0872281
4483,nm0847889
4484,nm2351889
4485,nm2063500
4486,nm0052993
4487,nm0474233
4488,nm1509905
4489,nm1085908
4490,nm3460651
4491,nm1595297
4492,nm0099841
4493,nm4742840
4494,nm0889402
4495,nm0890254
4496,nm0386382
4497,nm0037597
4498,nm0290556
4499,nm1234893
4500,nm1189376
4501,nm0000420
4502,nm2955744
4503,nm0600546
4504,nm0007071
4505,nm4069612
4506,nm1538324
4507,nm2308774
4508,nm0054504
4509,nm0745131
4510,nm1892800
4511,nm0837485
4512,nm0585011
4513,nm4212303
4514,nm5127102
4515,nm0691354
4516,nm0741262
4517,nm2164028
4518,nm1568319
4519,nm1027519
4520,nm1229124
4521,nm2270180
4522,nm0613582
4523,nm0505741
4524,nm0233393
4525,nm0138620
4526,nm2013191
4527,nm0946875
4528,nm1713913
4529,nm0579954
4530,nm0603628
4531,nm0887511
4532,nm1699163
4533,nm1436693
4534,nm0327944
4535,nm0002739
4536,nm2639459
4537,nm0511460
4538,nm0765384
4539,nm0000229
4540,nm0393799
4541,nm0482595
4542,nm10644579
4543,nm2035216
4544,nm0855035
4545,nm1366499
4546,nm0570912
4547,nm2011696
4548,nm3035239
4549,nm1642870
4550,nm0898288
4551,nm0000416
4552,nm0000230
4553,nm0464123
4554,nm0174374
4555,nm0738796
4556,nm0804408
4557,nm0824882
4558,nm0280416
4559,nm0596407
4560,nm1142073
4561,nm1061993
4562,nm0001756
4563,nm0275698
4564,nm0859985
4565,nm2315216
4566,nm1893855
4567,nm2105585
4568,nm3470556
4569,nm2813683
4570,nm0536632
4571,nm1077332
4572,nm1632439
4573,nm2238722
4574,nm4114199
4575,nm0951197
4576,nm4139472
4577,nm1215055
4578,nm0000329
4579,nm1557594
4580,nm1283069
4581,nm0442324
4582,nm2481948
4583,nm0458562
4584,nm0693903
4585,nm0225871
4586,nm0825406
4587,nm0203749
4588,nm0344319
4589,nm4227690
4590,nm0298807
4591,nm0131969
4592,nm2279885
4593,nm0868649
4594,nm0160208
4595,nm4251415
4596,nm4301161
4597,nm0814716
4598,nm0638115
4599,nm0679310
4600,nm3145366
4601,nm2933027
4602,nm1099979
4603,nm0749439
4604,nm4259286
4605,nm1699895
4606,nm1015339
4607,nm0904192
4608,nm1715502
4609,nm0418982
4610,nm4311975
4611,nm0000425
4612,nm1417392
4613,nm0934684
4614,nm0129310
4615,nm1164861
4616,nm1966139
4617,nm0434806
4618,nm0343980
4619,nm0023070
4620,nm0494504
4621,nm0130714
4622,nm4691959
4623,nm0879513
4624,nm0889402
4625,nm1618225
4626,nm0521730
4627,nm2508188
4628,nm0878763
4629,nm0013049
4630,nm1097974
4631,nm0096539
4632,nm1460159
4633,nm0120987
4634,nm2172605
4635,nm0155940
4636,nm3174584
4637,nm0571098
4638,nm1359360
4639,nm3255587
4640,nm4832054
4641,nm3626546
4642,nm2325744
4643,nm5222391
4644,nm0798888
4645,nm0528454
4646,nm0793997
4647,nm0463316
4648,nm0815204
4649,nm0456080
4650,nm1228287
4651,nm0429517
4652,nm0000500
4653,nm3936368
4654,nm0804408
4655,nm0369326
4656,nm1758280
4657,nm3176551
4658,nm2413729
4659,nm1070014
4660,nm3279125
4661,nm1093039
4662,nm0482893
4663,nm0054005
4664,nm1988881
4665,nm1287094
4666,nm0687913
4667,nm0002044
4668,nm3635493
4669,nm3464186
4670,nm0429634
4671,nm0643130
4672,nm0201061
4673,nm1339604
4674,nm0951975
4675,nm3628670
4676,nm0474203
