,title_id,Country,Budget,Opening Weekend USA,Gross USA,Cumulative Worldwide Gross,Runtime
6992,tt2379318,France,,"$4,919,","$21,770","$4,949,039",94 min
6993,tt2380732,UK,,,,,71 min
6994,tt2381355,USA,,,,,97 min
6995,tt2382068,France,"EUR50,000",,,,52 min
6996,tt2382968,Thailand,,,,,73 min
6997,tt2383366,USA,"$20,000",,,,75 min
6998,tt2384022,USA,,,,,100 min
6999,tt2385189,USA,,,,,
7000,tt2385267,USA,"$75,000",,,,66 min
7001,tt2386170,USA,,,,,62 min
7002,tt2386718,USA,,,,,77 min
7003,tt2387385,USA,"$100,000",,,,97 min
7004,tt2387459,USA,"$90,000",,,,87 min
7005,tt2387576,USA,,,,,90 min
7006,tt2388284,USA,,,,,71 min
7007,tt2388426,Italy,,,,,52 min
7008,tt2388771,UK,,,,,104 min
7009,tt2392066,India,"INR5,000,000",,,,114 min
7010,tt2392128,Canada,,,,,62 min
7011,tt2392386,USA,,,,,64 min
7012,tt2392435,USA,"$100,000",,,,78 min
7013,tt2392504,USA,"$1,250",,,,91 min
7014,tt2392842,USA,,,,,85 min
7015,tt2393793,USA,,,,,
7016,tt2393799,USA,"$100,000","$3,152,","$5,418","$5,418",80 min
7017,tt2393817,UK,"GBP275,000",,,,82 min
7018,tt2395343,UK,"GBP350,000",,,,59 min
7019,tt2395476,Madagascar,"$25,000",,,,93 min
7020,tt2397578,UK,,,,,
7021,tt2397982,UK,,,,,64 min
7022,tt2398084,Portugal,,,,,
7023,tt2399499,France,,,,"$949,631",84 min
7024,tt2400299,France,,,,,100 min
7025,tt2400335,USA,,,,,72 min
7026,tt2400359,UK,,,,,93 min
7027,tt2400463,USA,,"$67,877,","$231,737","$354,835",100 min
7028,tt2401013,China,,,,,105 min
7029,tt2401176,USA,"$300,000",,,,87 min
7030,tt2401346,USA,,,,,92 min
7031,tt2401723,Japan,,,,,
7032,tt2401807,USA,"$21,000,000",,,"$2,424,381",98 min
7033,tt2402091,Sweden,,,,"$2,397,518",90 min
7034,tt2402114,USA,,,,"$128,000",69 min
7035,tt2402179,USA,,,,,98 min
7036,tt2402186,Brazil,,,,"$401,443",99 min
7037,tt2402571,USA,,,,,90 min
7038,tt2403417,Morocco,,,,,105 min
7039,tt2403849,Switzerland,"CHF3,000,000",,,,98 min
7040,tt2403871,Australia,,,,,14 min
7041,tt2403876,USA,,,,,48 min
7042,tt2404415,South Africa,,,,,
7043,tt2404471,USA,,,,,
7044,tt2404593,USA,,,,,78 min
7045,tt2410922,Japan,,,,,
7046,tt2412590,Chile,,,,,124 min
7047,tt2413958,USA,,,,,117 min
7048,tt2414230,India,,,,,
7049,tt2415718,USA,,,,,71 min
7050,tt2415752,USA,,,,,120 min
7051,tt2415848,USA,"$300,000",,,,72 min
7052,tt2416424,Germany,,,,"$1,061,348",94 min
7053,tt2419076,UK,"GBP13,000",,,,
7054,tt2419242,Japan,,,,,60 min
7055,tt2420124,USA,"$6,000,000","$26,214,","$143,518","$144,564",111 min
7056,tt2422070,India,"INR110,000,000",,,,
7057,tt2422426,Germany,,,,,90 min
7058,tt2422928,USA,,,,,
7059,tt2422968,USA,,,,,83 min
7060,tt2424104,Sweden,,,,,58 min
7061,tt2428390,USA,,,,,63 min
7062,tt2429278,USA,,,,,105 min
7063,tt2430010,USA,,,,,80 min
7064,tt2430330,USA,,,,,90 min
7065,tt2430356,USA,,,,,80 min
7066,tt2433466,Australia,,,,,55 min
7067,tt2435892,Thailand,,,,,120 min
7068,tt2438818,Laos,"$50,000",,,,101 min
7069,tt2444230,USA,"$500,000",,,,
7070,tt2446004,Spain,,,,,67 min
7071,tt2446192,USA,"$350,000",,,,90 min
